FileName, KnownNumberArrangement, SecondsElapsed, NumberCount, OperationCount\n
../dataset/20000-numbers-22-unordered.txt.csv, unordered, 0.308283,20000,101320230
../dataset/20000-numbers-23-ordered-ascending.txt.csv, ascending, 0.000130,20000,19998
../dataset/20000-numbers-23-ordered-descending.txt.csv, descending, 0.584606,20000,199984011
../dataset/20000-numbers-23-unordered.txt.csv, unordered, 0.295706,20000,100087295
../dataset/20000-numbers-24-ordered-ascending.txt.csv, ascending, 0.000144,20000,19997
../dataset/20000-numbers-24-ordered-descending.txt.csv, descending, 0.587195,20000,199983832
../dataset/20000-numbers-24-unordered.txt.csv, unordered, 0.288755,20000,100444336
../dataset/20000-numbers-25-ordered-ascending.txt.csv, ascending, 0.000182,20000,19999
../dataset/20000-numbers-25-ordered-descending.txt.csv, descending, 0.581998,20000,199983894
../dataset/20000-numbers-25-unordered.txt.csv, unordered, 0.287285,20000,99914340
../dataset/20000-numbers-26-ordered-ascending.txt.csv, ascending, 0.000139,20000,19999
../dataset/20000-numbers-26-ordered-descending.txt.csv, descending, 0.627023,20000,199983919
../dataset/20000-numbers-26-unordered.txt.csv, unordered, 0.281570,20000,100358365
../dataset/20000-numbers-27-ordered-ascending.txt.csv, ascending, 0.000192,20000,19999
../dataset/20000-numbers-27-ordered-descending.txt.csv, descending, 0.601456,20000,199983971
../dataset/20000-numbers-27-unordered.txt.csv, unordered, 0.280077,20000,100321898
../dataset/20000-numbers-28-ordered-ascending.txt.csv, ascending, 0.000126,20000,19997
../dataset/20000-numbers-28-ordered-descending.txt.csv, descending, 0.605873,20000,199983886
../dataset/20000-numbers-28-unordered.txt.csv, unordered, 0.310757,20000,100377408
../dataset/20000-numbers-29-ordered-ascending.txt.csv, ascending, 0.000140,20000,19999
../dataset/20000-numbers-29-ordered-descending.txt.csv, descending, 0.604005,20000,199983887
../dataset/20000-numbers-29-unordered.txt.csv, unordered, 0.293585,20000,99643027
../dataset/20000-numbers-3-ordered-ascending.txt.csv, ascending, 0.000146,20000,19998
../dataset/20000-numbers-3-ordered-descending.txt.csv, descending, 0.602455,20000,199983911
../dataset/20000-numbers-3-unordered.txt.csv, unordered, 0.312804,20000,99402385
../dataset/20000-numbers-4-ordered-ascending.txt.csv, ascending, 0.000136,20000,19999
../dataset/20000-numbers-4-ordered-descending.txt.csv, descending, 0.579865,20000,199983797
../dataset/20000-numbers-4-unordered.txt.csv, unordered, 0.295661,20000,100502701
../dataset/20000-numbers-5-ordered-ascending.txt.csv, ascending, 0.000154,20000,19999
../dataset/20000-numbers-5-ordered-descending.txt.csv, descending, 0.577080,20000,199984009
../dataset/20000-numbers-5-unordered.txt.csv, unordered, 0.276198,20000,99438576
../dataset/20000-numbers-6-ordered-ascending.txt.csv, ascending, 0.000144,20000,19998
../dataset/20000-numbers-6-ordered-descending.txt.csv, descending, 0.603624,20000,199983833
../dataset/20000-numbers-6-unordered.txt.csv, unordered, 0.273572,20000,100212521
../dataset/20000-numbers-7-ordered-ascending.txt.csv, ascending, 0.000119,20000,19999
../dataset/20000-numbers-7-ordered-descending.txt.csv, descending, 0.613476,20000,199983890
../dataset/20000-numbers-7-unordered.txt.csv, unordered, 0.282720,20000,100195220
../dataset/20000-numbers-8-ordered-ascending.txt.csv, ascending, 0.000130,20000,19998
../dataset/20000-numbers-8-ordered-descending.txt.csv, descending, 0.604235,20000,199983935
../dataset/20000-numbers-8-unordered.txt.csv, unordered, 0.297681,20000,100361841
../dataset/20000-numbers-9-ordered-ascending.txt.csv, ascending, 0.000127,20000,19998
../dataset/20000-numbers-9-ordered-descending.txt.csv, descending, 0.587276,20000,199983887
../dataset/20000-numbers-9-unordered.txt.csv, unordered, 0.330917,20000,100190950
../dataset/30000-numbers-0-ordered-ascending.txt.csv, ascending, 0.000231,30000,29998
../dataset/30000-numbers-0-ordered-descending.txt.csv, descending, 1.296325,30000,449971172
../dataset/30000-numbers-0-unordered.txt.csv, unordered, 0.654112,30000,224921598
../dataset/30000-numbers-1-ordered-ascending.txt.csv, ascending, 0.000217,30000,29998
../dataset/30000-numbers-1-ordered-descending.txt.csv, descending, 1.263277,30000,449971223
../dataset/30000-numbers-1-unordered.txt.csv, unordered, 0.653689,30000,225040277
../dataset/30000-numbers-10-ordered-ascending.txt.csv, ascending, 0.000188,30000,29999
../dataset/30000-numbers-10-ordered-descending.txt.csv, descending, 1.273741,30000,449971234
../dataset/30000-numbers-10-unordered.txt.csv, unordered, 0.629279,30000,224596096
../dataset/30000-numbers-11-ordered-ascending.txt.csv, ascending, 0.000200,30000,29999
../dataset/30000-numbers-11-ordered-descending.txt.csv, descending, 1.282647,30000,449971242
../dataset/30000-numbers-11-unordered.txt.csv, unordered, 0.634893,30000,223912894
../dataset/30000-numbers-12-ordered-ascending.txt.csv, ascending, 0.000238,30000,29997
../dataset/30000-numbers-12-ordered-descending.txt.csv, descending, 1.283108,30000,449971328
../dataset/30000-numbers-12-unordered.txt.csv, unordered, 0.613653,30000,223885604
../dataset/30000-numbers-13-ordered-ascending.txt.csv, ascending, 0.000197,30000,29999
../dataset/30000-numbers-13-ordered-descending.txt.csv, descending, 1.251033,30000,449971367
../dataset/30000-numbers-13-unordered.txt.csv, unordered, 0.647553,30000,225547786
../dataset/30000-numbers-14-ordered-ascending.txt.csv, ascending, 0.000188,30000,29996
../dataset/30000-numbers-14-ordered-descending.txt.csv, descending, 1.259457,30000,449971306
../dataset/30000-numbers-14-unordered.txt.csv, unordered, 0.604210,30000,225251028
../dataset/30000-numbers-15-ordered-ascending.txt.csv, ascending, 0.000223,30000,29998
../dataset/30000-numbers-15-ordered-descending.txt.csv, descending, 1.241098,30000,449971295
../dataset/30000-numbers-15-unordered.txt.csv, unordered, 0.620209,30000,225343364
../dataset/30000-numbers-16-ordered-ascending.txt.csv, ascending, 0.000188,30000,29998
../dataset/30000-numbers-16-ordered-descending.txt.csv, descending, 1.224323,30000,449971311
../dataset/30000-numbers-16-unordered.txt.csv, unordered, 0.622025,30000,224687680
../dataset/30000-numbers-17-ordered-ascending.txt.csv, ascending, 0.000191,30000,29998
../dataset/30000-numbers-17-ordered-descending.txt.csv, descending, 1.252399,30000,449971264
../dataset/30000-numbers-17-unordered.txt.csv, unordered, 0.616634,30000,225133151
../dataset/30000-numbers-18-ordered-ascending.txt.csv, ascending, 0.000178,30000,29998
../dataset/30000-numbers-18-ordered-descending.txt.csv, descending, 1.244375,30000,449971328
../dataset/30000-numbers-18-unordered.txt.csv, unordered, 0.614985,30000,223434603
../dataset/30000-numbers-19-ordered-ascending.txt.csv, ascending, 0.000201,30000,29997
../dataset/30000-numbers-19-ordered-descending.txt.csv, descending, 1.223992,30000,449971364
../dataset/30000-numbers-19-unordered.txt.csv, unordered, 0.617072,30000,225430519
../dataset/30000-numbers-2-ordered-ascending.txt.csv, ascending, 0.000188,30000,29998
../dataset/30000-numbers-2-ordered-descending.txt.csv, descending, 1.226630,30000,449971433
../dataset/30000-numbers-2-unordered.txt.csv, unordered, 0.614836,30000,224170762
../dataset/30000-numbers-20-ordered-ascending.txt.csv, ascending, 0.000178,30000,29996
../dataset/30000-numbers-20-ordered-descending.txt.csv, descending, 1.255063,30000,449971425
../dataset/30000-numbers-20-unordered.txt.csv, unordered, 0.613982,30000,225747117
../dataset/30000-numbers-21-ordered-ascending.txt.csv, ascending, 0.000193,30000,29998
../dataset/30000-numbers-21-ordered-descending.txt.csv, descending, 1.247141,30000,449971712
../dataset/30000-numbers-21-unordered.txt.csv, unordered, 0.621273,30000,223734694
../dataset/30000-numbers-22-ordered-ascending.txt.csv, ascending, 0.000190,30000,29999
../dataset/30000-numbers-22-ordered-descending.txt.csv, descending, 1.263110,30000,449971397
../dataset/30000-numbers-22-unordered.txt.csv, unordered, 0.610395,30000,224125420
../dataset/30000-numbers-23-ordered-ascending.txt.csv, ascending, 0.000189,30000,29998
../dataset/30000-numbers-23-ordered-descending.txt.csv, descending, 1.242408,30000,449971428
../dataset/30000-numbers-23-unordered.txt.csv, unordered, 0.623664,30000,226171445
